names,actor,character,orig_lang,budget_x
21 Grams,Danny Huston,Michael Peck,English,20.0
21 Grams,Paul Calderon,Brown,English,20.0
Gone Baby Gone,Casey Affleck,Patrick Kenzie,English,19.0
Gone Baby Gone,Michelle Monaghan,Angie Gennaro,English,19.0
Gone Baby Gone,Morgan Freeman,Jack Doyle,English,19.0
Gone Baby Gone,Ed Harris,Sgt. Det. Remy Bressant,English,19.0
Gone Baby Gone,John Ashton,Det. Nick Poole,English,19.0
Gone Baby Gone,Amy Ryan,Helene McCready,English,19.0
Gone Baby Gone,Amy Madigan,Bea McCready,English,19.0
Gone Baby Gone,Titus Welliver,Lionel McCready,English,19.0
Gone Baby Gone,Michael Kenneth Williams,Devin,English,19.0
Magnolia,Jeremy Blackman,Stanley Spector,English,37.0
Magnolia,Tom Cruise,Frank T.J. Mackey,English,37.0
Magnolia,Melinda Dillon,Rose Gator,English,37.0
Magnolia,Philip Baker Hall,Jimmy Gator,English,37.0
Magnolia,Philip Seymour Hoffman,Phil Parma,English,37.0
Magnolia,Ricky Jay,Burt Ramsey / Narrator,English,37.0
Magnolia,William H. Macy,Donnie Smith,English,37.0
Magnolia,Alfred Molina,Solomon Solomon,English,37.0
Magnolia,Julianne Moore,Linda Partridge,English,37.0
Glengarry Glen Ross,Al Pacino,Ricky Roma,English,12.5
Glengarry Glen Ross,Jack Lemmon,Shelley Levene,English,12.5
Glengarry Glen Ross,Alec Baldwin,Blake,English,12.5
Glengarry Glen Ross,Alan Arkin,George Aaronow,English,12.5
Glengarry Glen Ross,Ed Harris,Dave Moss,English,12.5
Glengarry Glen Ross,Kevin Spacey,John Williamson,English,12.5
Glengarry Glen Ross,Jonathan Pryce,James Lingk,English,12.5
Glengarry Glen Ross,Bruce Altman,Larry Spannel,English,12.5
Glengarry Glen Ross,Jude Ciccolella,Detective,English,12.5
K.G.F: Chapter 1,Yash,Raja Krishnappa Bairya 'Rocky',Kannada,113.6
K.G.F: Chapter 1,Srinidhi Shetty,Reena,Kannada,113.6
K.G.F: Chapter 1,Achyuth Kumar,Guru Pandyan,Kannada,113.6
K.G.F: Chapter 1,Malavika Avinash,Deepa Hegde,Kannada,113.6
K.G.F: Chapter 1,Anant Nag,Anand Ingalagi,Kannada,113.6
K.G.F: Chapter 1,Vasishta N. Simha,Kamal,Kannada,113.6
K.G.F: Chapter 1,Neenasam Ashwath,Kulkarni,Kannada,113.6
K.G.F: Chapter 1,Archana Jois,Shanthamma,Kannada,113.6
K.G.F: Chapter 1,Ayyappa P. Sharma,Vanaram,Kannada,113.6
Network,Peter Finch,Howard Beale,English,3.8
Network,Faye Dunaway,Diana Christensen,English,3.8
Network,William Holden,Max Schumacher,English,3.8
Network,Robert Duvall,Frank Hackett,English,3.8
Network,Beatrice Straight,Louise Schumacher,English,3.8
Network,Wesley Addy,Nelson Chaney,English,3.8
Network,Ned Beatty,Arthur Jensen,English,3.8
Network,Arthur Burghardt,Great Ahmed Kahn,English,3.8
Network,Bill Burrows,TV Director,English,3.8
Persepolis,Chiara Mastroianni,Marjane (voice),French,7.3
Persepolis,Danielle Darrieux,Marjane's Grandmother (voice),French,7.3
Persepolis,Catherine Deneuve,Marjane's Mother (voice),French,7.3
Persepolis,Simon Abkarian,Marjane's Father (voice),French,7.3
Persepolis,Gabrielle Lopes Benites,Young Marjane (voice),French,7.3
Persepolis,François Jerosme,Uncle Anouche (voice),French,7.3
Persepolis,Tilly Mandelbrot,Lali (voice),French,7.3
Persepolis,Sophie Arthuys,Walla (voice),French,7.3
Persepolis,Arié Elmaleh,Walla (voice),French,7.3
Cat on a Hot Tin Roof,Elizabeth Taylor,Maggie,English,3.0
Cat on a Hot Tin Roof,Paul Newman,Brick,English,3.0
Cat on a Hot Tin Roof,Burl Ives,Harvey 'Big Daddy' Pollitt,English,3.0
Cat on a Hot Tin Roof,Judith Anderson,Big Momma,English,3.0
Cat on a Hot Tin Roof,Jack Carson,Gooper,English,3.0
Cat on a Hot Tin Roof,Madeleine Sherwood,Mae,English,3.0
Cat on a Hot Tin Roof,Vaughn Taylor,Deacon Davis,English,3.0
Cat on a Hot Tin Roof,Larry Gates,Dr. Baugh,English,3.0
Cat on a Hot Tin Roof,Brian Corcoran,Boy,English,3.0
Knockin' on Heaven's Door,Til Schweiger,Martin Brest,German,124.2
Knockin' on Heaven's Door,Jan Josef Liefers,Rudi Wurlitzer,German,124.2
Knockin' on Heaven's Door,Thierry van Werveke,Henk,German,124.2
Knockin' on Heaven's Door,Moritz Bleibtreu,Abdul,German,124.2
Knockin' on Heaven's Door,Huub Stapel,Frankie 'Boy' Beluga,German,124.2
Knockin' on Heaven's Door,Leonard Lansink,Kommissar Schneider,German,124.2
Knockin' on Heaven's Door,Ralph Herforth,Kellner,German,124.2
Knockin' on Heaven's Door,Cornelia Froboess,Martins Mutter,German,124.2
Knockin' on Heaven's Door,Rutger Hauer,Curtiz,German,124.2
Loving Vincent,Douglas Booth,Armand Roulin,English,5.5
Loving Vincent,Eleanor Tomlinson,Adeline Ravoux,English,5.5
Loving Vincent,Robert Gulaczyk,Vincent van Gogh,English,5.5
Loving Vincent,Helen McCrory,Louise Chevalier,English,5.5
Loving Vincent,Saoirse Ronan,Marguerite Gachet,English,5.5
Loving Vincent,Chris O'Dowd,Postman Joseph Roulin,English,5.5
Loving Vincent,John Sessions,Pere Tanguy,English,5.5
Loving Vincent,Jerome Flynn,Paul Gachet,English,5.5
Loving Vincent,Aidan Turner,Boatman,English,5.5
From Here to Eternity,Burt Lancaster,1st Sgt. Milton Warden,English,1.65
From Here to Eternity,Montgomery Clift,Pvt. Robert E. Lee 'Prew' Prewitt,English,1.65
From Here to Eternity,Deborah Kerr,Karen Holmes,English,1.65
From Here to Eternity,Donna Reed,Alma 'Lorene' Burke,English,1.65
From Here to Eternity,Frank Sinatra,Pvt. Angelo Maggio,English,1.65
From Here to Eternity,Philip Ober,Capt. Dana Holmes,English,1.65
From Here to Eternity,Mickey Shaughnessy,Cpl. Leva,English,1.65
From Here to Eternity,Harry Bellaver,Pvt. Mazzioli,English,1.65
From Here to Eternity,Ernest Borgnine,Sgt. James R. 'Fatso' Judson,English,1.65
Zulu,Stanley Baker,Lt. John Chard R.E.,English,16.0
Zulu,Jack Hawkins,Rev. Otto Witt,English,16.0
Zulu,Ulla Jacobsson,Margareta Witt,English,16.0
Zulu,James Booth,Pte. Henry Hook,English,16.0
Zulu,Michael Caine,Lt. Gonville Bromhead,English,16.0
Zulu,Nigel Green,Colour Sgt. Frank Bourne,English,16.0
Zulu,Paul Daneman,Sgt. Maxfield,English,16.0
Zulu,Patrick Magee,Surgeon Reynolds,English,16.0
Zulu,Glynn Edwards,Cpl. Allen,English,16.0
Happy Together,Tony Leung Chiu-wai,Lai Yiu-fai,Cantonese,0.12
Happy Together,Leslie Cheung,Ho Po-wing,Cantonese,0.12
Happy Together,Chang Chen,Chang,Cantonese,0.12
Happy Together,Gregory Dayton,Lover,Cantonese,0.12
Happy Together,Wong Man-Chun,Policeman,Cantonese,0.12
Happy Together,Ho Chi-Moon,Party Guest,Cantonese,0.12
Happy Together,Law Shu-Kei,Mei's Father,Cantonese,0.12
Happy Together,Shirley Kwan Suk-Yi,Fai's girlfriend,Cantonese,0.12
All About Eve,Bette Davis,Margo Channing,English,1.4
All About Eve,Anne Baxter,Eve Harrington,English,1.4
All About Eve,George Sanders,Addison DeWitt,English,1.4
All About Eve,Celeste Holm,Karen Richards,English,1.4
All About Eve,Gary Merrill,Bill Sampson,English,1.4
All About Eve,Hugh Marlowe,Lloyd Richards,English,1.4
All About Eve,Thelma Ritter,Birdie Coonan,English,1.4
All About Eve,Gregory Ratoff,Max Fabian,English,1.4
All About Eve,Marilyn Monroe,Miss Caswell,English,1.4
Once,Glen Hansard,Guy,English,0.15
Once,Markéta Irglová,Girl,English,0.15
Once,Hugh Walsh,Timmy Drummer,English,0.15
Once,Gerard Hendrick,Lead Guitarist,English,0.15
Once,Alaistair Foley,Bassist,English,0.15
Once,Geoff Minogue,Eamon,English,0.15
Once,Bill Hodnett,Guy's Dad,English,0.15
Once,Danuse Ktrestova,Girl's Mother,English,0.15
Once,Darren Healy,Heroin Addict,English,0.15
The Passion of Joan of Arc,Maria Falconetti,Jeanne d'Arc,French,81.78
The Passion of Joan of Arc,Eugène Silvain,Bishop Pierre Cauchon,French,81.78
The Passion of Joan of Arc,André Berley,Jean d'Estivet,French,81.78
The Passion of Joan of Arc,Maurice Schutz,Nicolas Loyseleur,French,81.78
The Passion of Joan of Arc,Antonin Artaud,Jean Massieu,French,81.78
The Passion of Joan of Arc,Michel Simon,Jean Lemaître,French,81.78
The Passion of Joan of Arc,Jean d'Yd,Guillaume Evrard,French,81.78
The Passion of Joan of Arc,Louis Ravet,Jean Beaupère,French,81.78
The Passion of Joan of Arc,Armand Lurville,Judge,French,81.78
The Manchurian Candidate,Denzel Washington,Major Bennett Ezekiel Marco,English,80.0
The Manchurian Candidate,Liev Schreiber,Congressman Raymond Prentiss Shaw (D-NY),English,80.0
The Manchurian Candidate,Meryl Streep,Senator Eleanor Prentiss Shaw (D-VA),English,80.0
The Manchurian Candidate,Vera Farmiga,Jocelyne Jordan,English,80.0
The Manchurian Candidate,Kimberly Elise,FBI Ag. Eugenie Rose,English,80.0
The Manchurian Candidate,Jon Voight,Senator Thomas Jordan (D-CT),English,80.0
The Manchurian Candidate,Bruno Ganz,Delp,English,80.0
The Manchurian Candidate,Simon McBurney,Dr. Atticus Noyle,English,80.0
The Manchurian Candidate,Jeffrey Wright,CPL Al Melvin,English,80.0
Deliverance,Jon Voight,Ed Gentry,English,2.0
Deliverance,Burt Reynolds,Lewis Medlock,English,2.0
Deliverance,Ned Beatty,Bobby Trippe,English,2.0
Deliverance,Ronny Cox,Drew Ballinger,English,2.0
Deliverance,Ed Ramey,Old Man at the Gas-Station,English,2.0
Deliverance,Billy Redden,Lonnie - The Banjo Boy,English,2.0
Deliverance,Seamon Glass,First Griner,English,2.0
Deliverance,Randall Deal,Second Griner,English,2.0
Deliverance,Bill McKinney,Mountain Man,English,2.0
His Girl Friday,Cary Grant,Walter Burns,English,90.0
His Girl Friday,Rosalind Russell,Hildy Johnson,English,90.0
His Girl Friday,Ralph Bellamy,Bruce Baldwin,English,90.0
His Girl Friday,Gene Lockhart,Sheriff Hartwell,English,90.0
His Girl Friday,Helen Mack,Mollie Malloy,English,90.0
His Girl Friday,Porter Hall,Murphy,English,90.0
His Girl Friday,Ernest Truex,Bensinger,English,90.0
His Girl Friday,Cliff Edwards,Endicott,English,90.0
His Girl Friday,Clarence Kolb,Mayor,English,90.0
Bicycle Thieves,Lamberto Maggiorani,Antonio Ricci,Italian,0.13
Bicycle Thieves,Enzo Staiola,Bruno Ricci,Italian,0.13
Bicycle Thieves,Lianella Carell,Maria Ricci,Italian,0.13
Bicycle Thieves,Elena Altieri,The Charitable Lady,Italian,0.13
Bicycle Thieves,Gino Saltamerenda,Baiocco,Italian,0.13
Bicycle Thieves,Giulio Chiari,The Beggar,Italian,0.13
Bicycle Thieves,Vittorio Antonucci,Alfredo Catelli,Italian,0.13
Bicycle Thieves,the Thief,Michele Sakara,Italian,0.13
Bicycle Thieves,Secretary of the Charity Organization,Carlo Jachino,Italian,0.13
Throne of Blood,Toshirō Mifune,Taketori Washizu,Japanese,28.52
Throne of Blood,Isuzu Yamada,Lady Asaji Washizu,Japanese,28.52
Throne of Blood,Takashi Shimura,Noriyasu Odagura,Japanese,28.52
Throne of Blood,Akira Kubo,Yoshiteru Miki,Japanese,28.52
Throne of Blood,Hiroshi Tachikawa,Kunimaru Tsuzuki,Japanese,28.52
Throne of Blood,Minoru Chiaki,Yoshiaki Miki,Japanese,28.52
Throne of Blood,Takamaru Sasaki,Kuniharu Tsuzuki,Japanese,28.52
Throne of Blood,Gen Shimizu,,Japanese,28.52
Throne of Blood,Kokuten Kōdō,Military Commander,Japanese,28.52
The African Queen,Humphrey Bogart,Charlie Allnut,English,1.0
The African Queen,Katharine Hepburn,Rose Sayer,English,1.0
The African Queen,Robert Morley,The Brother,English,1.0
The African Queen,Peter Bull,Captain of Louisa,English,1.0
The African Queen,Theodore Bikel,First Officer,English,1.0
The African Queen,Walter Gotell,Second Officer,English,1.0
The African Queen,Peter Swanwick,First Officer of Shona,English,1.0
The African Queen,Richard Marner,Second Officer of Shona,English,1.0
The General,Buster Keaton,Johnny Gray,English,0.75
The General,Marion Mack,Annabelle Lee,English,0.75
The General,Glen Cavender,Captain Anderson,English,0.75
The General,Jim Farley,General Thatcher,English,0.75
The General,Frederick Vroom,A Southern General,English,0.75
The General,Charles Henry Smith,Annabelle's Father,English,0.75
The General,Joe Keaton,Union General,English,0.75
The General,Al St. John,Officer on Horseback (uncredited),English,0.75
The General,Frank Barnes,Annabelle's Brother,English,0.75
The Muppet Christmas Carol,Michael Caine,Scrooge,English,12.0
The Muppet Christmas Carol,Dave Goelz,The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot (voice),English,12.0
The Muppet Christmas Carol,Steve Whitmire,Kermit the Frog as Bob Cratchit / Rizzo the Rat / Beaker / Bean Bunny / Belinda Cratchit / Beetle / Lips / Pig Gentleman (voice),English,12.0
The Muppet Christmas Carol,Jerry Nelson,Tiny Tim Cratchit / Jacob Marley / Ghost of Christmas Present / Lew Zealand / Ma Bear / Mouse / Mr. Applegate / Penguin / Pig Gentleman / Pops / Rat (voice),English,12.0
The Muppet Christmas Carol,Frank Oz,Miss Piggy as Emily Cratchit / Fozzie Bear as Fozziewig / Sam the Eagle as Headmaster of Junior High Graduates / Animal / George the Janitor / Horse and Carriage Driver / Vegetable Salesman (voice),English,12.0
The Muppet Christmas Carol,David Rudman,Rat / Peter Cratchit / Old Joe / Swedish Chef (voice),English,12.0
The Muppet Christmas Carol,Don Austen,Ghost of Christmas Present (performer) / Ghost of Christmas Yet to Come (performer),English,12.0
The Muppet Christmas Carol,Jessica Fox,Ghost of Christmas Past (voice),English,12.0
The Muppet Christmas Carol,Robert Tygner,Ghost of Christmas Yet to Come (performer) / Ghost of Christmas Past (performer) / Turkey / Additional Muppets (uncredited) (voice),English,12.0
Solaris,Donatas Banionis,Kris Kelvin,Russian,47.0
Solaris,Natalya Bondarchuk,Hari,Russian,47.0
Solaris,Jüri Järvet,Dr. Snaut,Russian,47.0
Solaris,Anatoliy Solonitsyn,Dr. Sartorius,Russian,47.0
Solaris,Nikolay Grinko,Kelvin's Father,Russian,47.0
Solaris,Vladislav Dvorzhetsky,Henri Berton,Russian,47.0
Solaris,Georgiy Teykh,Prof. Messenger,Russian,47.0
Solaris,Sos Sargsyan,Dr. Gibarian,Russian,47.0
Solaris,Olga Barnet,Kelvin's Mother,Russian,47.0
Rope,James Stewart,Rupert Cadell,English,1.5
Rope,John Dall,Brandon Shaw,English,1.5
Rope,Farley Granger,Phillip Morgan,English,1.5
Rope,Edith Evanson,Mrs. Wilson,English,1.5
Rope,Joan Chandler,Janet Walker,English,1.5
Rope,Cedric Hardwicke,Mr. Henry Kentley,English,1.5
Rope,Constance Collier,Mrs. Anita Atwater,English,1.5
Rope,Douglas Dick,Kenneth Lawrence,English,1.5
Rope,Dick Hogan,David Kentley,English,1.5
Millennium Actress,Miyoko Shoji,Chiyoko Fujiwara (70's) (voice),Japanese,39.06
Millennium Actress,Mami Koyama,Chiyoko Fujiwara (20-40's) ( voice),Japanese,39.06
Millennium Actress,Fumiko Orikasa,Chiyoko Fujiwara (10-20's) (voice),Japanese,39.06
Millennium Actress,Showko Tsuda,Eiko Shimao (voice),Japanese,39.06
Millennium Actress,Shozo Iizuka,Genya Tachibana (voice),Japanese,39.06
Millennium Actress,Masaya Onosaka,Kyouji Ida (voice),Japanese,39.06
Millennium Actress,Masane Tsukayama,The Man with the Scar (voice),Japanese,39.06
Millennium Actress,Koichi Yamadera,The Man of the Key (voice),Japanese,39.06
Millennium Actress,Hisako Kyoda,Chiyoko's Mother (voice),Japanese,39.06
Land of Mine,Roland Møller,Sgt. Carl Rasmussen,Danish,5.07
Land of Mine,Louis Hofmann,Sebastian Schumann,Danish,5.07
Land of Mine,Mikkel Boe Følsgaard,Lt. Ebbe Jensen,Danish,5.07
Land of Mine,Joel Basman,Helmut Morbach,Danish,5.07
Land of Mine,Laura Bro,Karin,Danish,5.07
Land of Mine,Oskar Bökelmann,Ludwig Haffke,Danish,5.07
Land of Mine,Emil Belton,Ernst Lessner,Danish,5.07
Land of Mine,Oskar Belton,Werner Lessner,Danish,5.07
Land of Mine,Leon Seidel,Wilhelm Hahn,Danish,5.07
Persona,Bibi Andersson,Alma,Swedish,56.58
Persona,Liv Ullmann,Elisabet Vogler,Swedish,56.58
Persona,Margaretha Krook,The Doctor,Swedish,56.58
Persona,Gunnar Björnstrand,Herr Vogler,Swedish,56.58
Persona,Jörgen Lindström,Elisabet's Son (uncredited),Swedish,56.58
High and Low,Toshirō Mifune,Kingo Gondo,Japanese,0.25
High and Low,Tatsuya Nakadai,Chief Detective Tokura,Japanese,0.25
High and Low,Kyōko Kagawa,Reiko Gondo,Japanese,0.25
High and Low,Tatsuya Mihashi,Kawanishi,Japanese,0.25
High and Low,Gondo's secretary,Isao Kimura,Japanese,0.25
High and Low,Detective Arai,Kenjirō Ishiyama,Japanese,0.25
High and Low,Chief Detective 'Bos'n' Taguchi,Takeshi Katō,Japanese,0.25
High and Low,Detective Nakao,Takashi Shimura,Japanese,0.25
High and Low,Chief of Investigation Section,Jun Tazaki,Japanese,0.25
High and Low,Kamiya,National Shoes Publicity Director,Japanese,0.25
Hard Boiled,Chow Yun-fat,Insp. 'Tequila' Yuen,Cantonese,4.5
Hard Boiled,Tony Leung Chiu-wai,Alan,Cantonese,4.5
Hard Boiled,Anthony Wong,Johnny Wong,Cantonese,4.5
Hard Boiled,Teresa Mo,Teresa Chang,Cantonese,4.5
Hard Boiled,Philip Chan Yan-Kin,Supt. Pang,Cantonese,4.5
Hard Boiled,Philip Kwok Chun-Fung,Mad Dog,Cantonese,4.5
Hard Boiled,Kwan Hoi-San,Mr. Hoi,Cantonese,4.5
Hard Boiled,Stephen Tung Wai,Little Ko / Fox,Cantonese,4.5
Hard Boiled,Bowie Lam,Ah Lung,Cantonese,4.5
Blazing Saddles,Cleavon Little,Bart,English,2.6
Blazing Saddles,Gene Wilder,Jim,English,2.6
Blazing Saddles,Slim Pickens,Taggart,English,2.6
Blazing Saddles,Harvey Korman,Hedley Lamarr,English,2.6
Blazing Saddles,Madeline Kahn,Lili Von Shtupp,English,2.6
Blazing Saddles,Mel Brooks,Governor William J. Le Petomane / Indian Chief,English,2.6
Blazing Saddles,Burton Gilliam,Lyle,English,2.6
Blazing Saddles,Alex Karras,Mongo,English,2.6
Blazing Saddles,David Huddleston,Olson Johnson,English,2.6
Rebecca,Laurence Olivier,Maxim de Winter,English,1.29
Rebecca,Joan Fontaine,Mrs. de Winter,English,1.29
Rebecca,George Sanders,Jack Favell,English,1.29
Rebecca,Judith Anderson,Mrs. Danvers,English,1.29
Rebecca,Nigel Bruce,Major Giles Lacy,English,1.29
Rebecca,Reginald Denny,Frank Crawley,English,1.29
Rebecca,C. Aubrey Smith,Colonel Julyan,English,1.29
Rebecca,Gladys Cooper,Beatrice Lacy,English,1.29
Rebecca,Florence Bates,Edythe Van Hopper,English,1.29
Three Colors: Red,Irène Jacob,Valentine Dussaut,French,136.0
Three Colors: Red,Jean-Louis Trintignant,Richter Joseph Kern,French,136.0
Three Colors: Red,Jean-Pierre Lorit,Auguste Bruner,French,136.0
Three Colors: Red,Frédérique Feder,Karin,French,136.0
Three Colors: Red,Samuel Le Bihan,Photographer,French,136.0
Three Colors: Red,Marion Stalens,Veterinarian,French,136.0
Three Colors: Red,Teco Celio,Bartender,French,136.0
Three Colors: Red,Bernard Escalon,Record Dealer,French,136.0
Three Colors: Red,Jean Schlegel,Neighbor,French,136.0
Belle de Jour,Catherine Deneuve,Séverine Serizy,French,85.0
Belle de Jour,Jean Sorel,Pierre Serizy,French,85.0
Belle de Jour,Michel Piccoli,Henri Husson,French,85.0
Belle de Jour,Geneviève Page,Madame Anais,French,85.0
Belle de Jour,Pierre Clémenti,Marcel,French,85.0
Belle de Jour,Françoise Fabian,Charlotte,French,85.0
Belle de Jour,Macha Méril,Renée,French,85.0
Belle de Jour,Muni,Pallas,French,85.0
Belle de Jour,Maria Latour,Mathilde,French,85.0
Battleship Potemkin,Aleksandr Antonov,Grigory Vakulinchuk,Russian,5.39
Battleship Potemkin,Vladimir Barsky,Commander Golikov,Russian,5.39
Battleship Potemkin,Grigori Aleksandrov,Chief Officer Giliarovsky,Russian,5.39
Battleship Potemkin,Ivan Bobrov,Young Sailor Flogged While Sleeping,Russian,5.39
Battleship Potemkin,Mikhail Gomorov,Militant Sailor,Russian,5.39
Battleship Potemkin,Aleksandr Levshin,Petty Officer,Russian,5.39
Battleship Potemkin,N. Poltavtseva,Woman with Pince-nez,Russian,5.39
Battleship Potemkin,Konstantin Feldman,Student Agitator,Russian,5.39
Battleship Potemkin,Prokhorenko,Mother Carrying Wounded Boy,Russian,5.39
I Remember,AngelaBaby,Zhao Ximan,Chinese,102.0
I Remember,Lee Hong Chi,Fei Li,Chinese,102.0
I Remember,Weisen Liu,Li Kuai,Chinese,102.0
I Remember,Denny Huang,Dou Peng,Chinese,102.0
I Remember,Wang Jia-Jia,Yuan Xiao Yun,Chinese,102.0
I Remember,Siheng Li,,Chinese,102.0
All the President's Men,Dustin Hoffman,Carl Bernstein,English,8.5
All the President's Men,Robert Redford,Bob Woodward,English,8.5
All the President's Men,Jack Warden,Harry Rosenfeld,English,8.5
All the President's Men,Martin Balsam,Howard Simons,English,8.5
All the President's Men,Hal Holbrook,Deep Throat,English,8.5
All the President's Men,Jason Robards,Ben Bradlee,English,8.5
All the President's Men,Jane Alexander,Bookkeeper,English,8.5
All the President's Men,Meredith Baxter,Debbie Sloan,English,8.5
All the President's Men,Ned Beatty,Dardis,English,8.5
The Holy Mountain,Alejandro Jodorowsky,The Alchemist,Spanish~ Castilian,0.75
The Holy Mountain,Horacio Salinas,The Thief,Spanish~ Castilian,0.75
The Holy Mountain,Zamira Saunders,The Written Woman,Spanish~ Castilian,0.75
The Holy Mountain,Juan Ferrara,Fon,Spanish~ Castilian,0.75
The Holy Mountain,Adriana Page,Isla,Spanish~ Castilian,0.75
The Holy Mountain,Burt Kleiner,Klen,Spanish~ Castilian,0.75
